id,prd,prc,bgn,min,max,cnt,cum,code,traded_at,created_at,updated_at
1026350,1,1805,1805,1805,1805,5,18784,001020,"2021-10-13 09:27:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026349,1,1800,1800,1800,1800,96,18880,001020,"2021-10-13 09:28:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026348,1,1805,1800,1800,1805,205,19085,001020,"2021-10-13 09:29:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026347,1,1800,1805,1800,1805,7,19092,001020,"2021-10-13 09:30:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026346,1,1805,1805,1805,1805,931,20023,001020,"2021-10-13 09:31:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026345,1,1810,1810,1810,1810,1,20024,001020,"2021-10-13 09:32:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026344,1,1810,1810,1810,1810,0,20024,001020,"2021-10-13 09:33:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026343,1,1810,1810,1810,1810,200,20224,001020,"2021-10-13 09:34:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026342,1,1810,1810,1810,1810,0,20224,001020,"2021-10-13 09:35:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026341,1,1810,1810,1810,1810,0,20224,001020,"2021-10-13 09:36:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026340,1,1810,1810,1810,1810,0,20224,001020,"2021-10-13 09:37:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026339,1,1810,1810,1810,1810,0,20224,001020,"2021-10-13 09:38:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026338,1,1810,1810,1810,1810,49,20273,001020,"2021-10-13 09:39:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026337,1,1805,1810,1805,1810,130,20403,001020,"2021-10-13 09:40:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026336,1,1825,1810,1810,1825,1748,22151,001020,"2021-10-13 09:41:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026335,1,1830,1825,1825,1830,389,22540,001020,"2021-10-13 09:42:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026334,1,1830,1815,1815,1830,113,22653,001020,"2021-10-13 09:43:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026333,1,1825,1825,1825,1825,20,22673,001020,"2021-10-13 09:44:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026332,1,1825,1825,1825,1825,0,22673,001020,"2021-10-13 09:45:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026331,1,1825,1825,1825,1825,200,22873,001020,"2021-10-13 09:46:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026330,1,1825,1825,1825,1825,0,22873,001020,"2021-10-13 09:47:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026329,1,1825,1825,1825,1825,0,22873,001020,"2021-10-13 09:48:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026328,1,1825,1825,1825,1825,0,22873,001020,"2021-10-13 09:49:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026327,1,1830,1825,1825,1830,843,23716,001020,"2021-10-13 09:50:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026326,1,1830,1830,1830,1830,0,23716,001020,"2021-10-13 09:51:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026325,1,1830,1830,1830,1830,5,23721,001020,"2021-10-13 09:52:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026324,1,1830,1830,1830,1830,0,23721,001020,"2021-10-13 09:53:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026323,1,1830,1830,1830,1830,2,23723,001020,"2021-10-13 09:54:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026322,1,1830,1830,1830,1830,0,23723,001020,"2021-10-13 09:55:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026321,1,1825,1825,1825,1825,1,23724,001020,"2021-10-13 09:56:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026320,1,1825,1825,1825,1825,0,23724,001020,"2021-10-13 09:57:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026319,1,1825,1825,1825,1825,0,23724,001020,"2021-10-13 09:58:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026318,1,1825,1830,1825,1830,508,24232,001020,"2021-10-13 09:59:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026317,1,1830,1830,1830,1830,1,24233,001020,"2021-10-13 10:00:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026316,1,1830,1830,1830,1830,0,24233,001020,"2021-10-13 10:01:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026315,1,1830,1830,1830,1830,10,24243,001020,"2021-10-13 10:02:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026314,1,1830,1830,1830,1830,802,25045,001020,"2021-10-13 10:03:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026313,1,1830,1830,1830,1830,0,25045,001020,"2021-10-13 10:04:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026312,1,1830,1830,1830,1830,0,25045,001020,"2021-10-13 10:05:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026311,1,1830,1830,1830,1830,50,25095,001020,"2021-10-13 10:06:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026310,1,1830,1830,1830,1830,880,25975,001020,"2021-10-13 10:07:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026309,1,1830,1830,1830,1830,0,25975,001020,"2021-10-13 10:08:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026308,1,1830,1830,1830,1830,95,26070,001020,"2021-10-13 10:09:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026307,1,1835,1835,1835,1835,10,26080,001020,"2021-10-13 10:10:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026306,1,1835,1835,1835,1835,0,26080,001020,"2021-10-13 10:11:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026305,1,1835,1835,1835,1835,0,26080,001020,"2021-10-13 10:12:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026304,1,1835,1835,1835,1835,0,26080,001020,"2021-10-13 10:13:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026303,1,1835,1835,1835,1835,0,26080,001020,"2021-10-13 10:14:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026302,1,1835,1835,1835,1835,0,26080,001020,"2021-10-13 10:15:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026301,1,1835,1830,1830,1835,563,26643,001020,"2021-10-13 10:16:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026300,1,1835,1835,1835,1835,0,26643,001020,"2021-10-13 10:17:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026299,1,1835,1835,1835,1835,0,26643,001020,"2021-10-13 10:18:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026298,1,1835,1835,1835,1835,0,26643,001020,"2021-10-13 10:19:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026297,1,1840,1835,1835,1840,1615,28258,001020,"2021-10-13 10:20:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026296,1,1840,1840,1840,1840,0,28258,001020,"2021-10-13 10:21:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026295,1,1840,1840,1840,1840,0,28258,001020,"2021-10-13 10:22:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026294,1,1835,1835,1835,1835,10,28268,001020,"2021-10-13 10:23:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026293,1,1830,1830,1830,1830,300,28568,001020,"2021-10-13 10:24:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026292,1,1835,1835,1835,1835,1,28569,001020,"2021-10-13 10:25:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026291,1,1835,1835,1835,1835,0,28569,001020,"2021-10-13 10:26:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026290,1,1835,1835,1835,1835,0,28569,001020,"2021-10-13 10:27:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026289,1,1830,1830,1830,1830,118,28687,001020,"2021-10-13 10:28:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026288,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:29:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026287,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:30:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026286,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:31:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026285,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:32:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026284,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:33:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026283,1,1830,1830,1830,1830,0,28687,001020,"2021-10-13 10:34:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026282,1,1830,1830,1830,1830,79,28766,001020,"2021-10-13 10:35:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026281,1,1835,1835,1835,1835,1,28767,001020,"2021-10-13 10:36:00","2022-11-10 07:34:08","2022-11-10 07:34:08"
1026280,1,1835,1835,1835,1835,70,28837,001020,"2021-10-13 10:37:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026279,1,1835,1835,1835,1835,0,28837,001020,"2021-10-13 10:38:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026278,1,1835,1835,1835,1835,300,29137,001020,"2021-10-13 10:39:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026277,1,1835,1835,1835,1835,76,29213,001020,"2021-10-13 10:40:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026276,1,1840,1835,1835,1840,825,30038,001020,"2021-10-13 10:41:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026275,1,1840,1840,1840,1840,0,30038,001020,"2021-10-13 10:42:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026274,1,1840,1840,1840,1840,0,30038,001020,"2021-10-13 10:43:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026273,1,1840,1840,1840,1840,1349,31387,001020,"2021-10-13 10:44:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026272,1,1840,1840,1840,1840,0,31387,001020,"2021-10-13 10:45:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026271,1,1840,1840,1840,1840,0,31387,001020,"2021-10-13 10:46:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026270,1,1840,1840,1840,1840,0,31387,001020,"2021-10-13 10:47:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026269,1,1840,1840,1840,1840,0,31387,001020,"2021-10-13 10:48:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026268,1,1840,1835,1835,1840,51,31438,001020,"2021-10-13 10:49:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026267,1,1840,1840,1840,1840,0,31438,001020,"2021-10-13 10:50:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026266,1,1840,1840,1840,1840,0,31438,001020,"2021-10-13 10:51:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026265,1,1840,1840,1840,1840,0,31438,001020,"2021-10-13 10:52:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026264,1,1840,1840,1840,1840,0,31438,001020,"2021-10-13 10:53:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026263,1,1835,1835,1835,1835,3,31441,001020,"2021-10-13 10:54:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026262,1,1835,1835,1835,1835,0,31441,001020,"2021-10-13 10:55:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026261,1,1835,1835,1835,1835,0,31441,001020,"2021-10-13 10:56:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026260,1,1830,1830,1830,1830,1,31442,001020,"2021-10-13 10:57:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026259,1,1835,1830,1830,1835,73,31515,001020,"2021-10-13 10:58:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026258,1,1835,1835,1835,1835,17,31532,001020,"2021-10-13 10:59:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026257,1,1835,1830,1825,1835,1231,32763,001020,"2021-10-13 11:00:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026256,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:01:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026255,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:02:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026254,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:03:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026253,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:04:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026252,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:05:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026251,1,1835,1835,1835,1835,0,32763,001020,"2021-10-13 11:06:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026250,1,1835,1835,1835,1835,10,32773,001020,"2021-10-13 11:07:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026249,1,1835,1835,1835,1835,1,32774,001020,"2021-10-13 11:08:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026248,1,1835,1835,1835,1835,0,32774,001020,"2021-10-13 11:09:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026247,1,1835,1835,1835,1835,0,32774,001020,"2021-10-13 11:10:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026246,1,1835,1835,1835,1835,1,32775,001020,"2021-10-13 11:11:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026245,1,1835,1835,1835,1835,2,32777,001020,"2021-10-13 11:12:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026244,1,1845,1835,1835,1845,800,33577,001020,"2021-10-13 11:13:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026243,1,1845,1845,1845,1845,23,33600,001020,"2021-10-13 11:14:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026242,1,1845,1845,1845,1845,31,33631,001020,"2021-10-13 11:15:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026241,1,1845,1845,1845,1845,54,33685,001020,"2021-10-13 11:16:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026240,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:17:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026239,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:18:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026238,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:19:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026237,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:20:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026236,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:21:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026235,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:22:00","2022-11-10 07:34:07","2022-11-10 07:34:07"
1026234,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:23:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026233,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:24:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026232,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:25:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026231,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:26:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026230,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:27:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026229,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:28:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026228,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:29:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026227,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:30:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026226,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:31:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026225,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:32:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026224,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:33:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026223,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:34:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026222,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:35:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026221,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:36:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026220,1,1845,1845,1845,1845,0,33685,001020,"2021-10-13 11:37:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026219,1,1835,1835,1835,1835,172,33857,001020,"2021-10-13 11:38:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026218,1,1835,1835,1835,1835,0,33857,001020,"2021-10-13 11:39:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026217,1,1835,1835,1835,1835,1,33858,001020,"2021-10-13 11:40:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026216,1,1835,1835,1835,1835,0,33858,001020,"2021-10-13 11:41:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026215,1,1835,1835,1835,1835,0,33858,001020,"2021-10-13 11:42:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026214,1,1840,1840,1840,1840,27,33885,001020,"2021-10-13 11:43:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026213,1,1840,1840,1840,1840,69,33954,001020,"2021-10-13 11:44:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026212,1,1840,1840,1840,1840,0,33954,001020,"2021-10-13 11:45:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026211,1,1845,1845,1845,1845,8,33962,001020,"2021-10-13 11:46:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026210,1,1845,1845,1845,1845,0,33962,001020,"2021-10-13 11:47:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026209,1,1845,1845,1845,1845,0,33962,001020,"2021-10-13 11:48:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026208,1,1845,1845,1845,1845,17,33979,001020,"2021-10-13 11:49:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026207,1,1845,1845,1845,1845,0,33979,001020,"2021-10-13 11:50:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026206,1,1845,1845,1845,1845,0,33979,001020,"2021-10-13 11:51:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026205,1,1845,1845,1845,1845,0,33979,001020,"2021-10-13 11:52:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026204,1,1845,1845,1845,1845,0,33979,001020,"2021-10-13 11:53:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026203,1,1840,1840,1840,1840,500,34479,001020,"2021-10-13 11:54:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026202,1,1840,1840,1840,1840,0,34479,001020,"2021-10-13 11:55:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026201,1,1840,1840,1840,1840,0,34479,001020,"2021-10-13 11:56:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026200,1,1845,1845,1845,1845,10,34489,001020,"2021-10-13 11:57:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026199,1,1845,1845,1845,1845,0,34489,001020,"2021-10-13 11:58:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026198,1,1845,1845,1845,1845,0,34489,001020,"2021-10-13 11:59:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026197,1,1845,1845,1845,1845,0,34489,001020,"2021-10-13 12:00:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026196,1,1845,1845,1845,1845,0,34489,001020,"2021-10-13 12:01:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026195,1,1835,1835,1835,1835,141,34630,001020,"2021-10-13 12:02:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026194,1,1835,1835,1835,1835,863,35493,001020,"2021-10-13 12:03:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026193,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:04:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026192,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:05:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026191,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:06:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026190,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:07:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026189,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:08:00","2022-11-10 07:34:06","2022-11-10 07:34:06"
1026188,1,1835,1835,1835,1835,0,35493,001020,"2021-10-13 12:09:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026187,1,1835,1835,1835,1835,100,35593,001020,"2021-10-13 12:10:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026186,1,1835,1835,1835,1835,0,35593,001020,"2021-10-13 12:11:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026185,1,1835,1835,1835,1835,0,35593,001020,"2021-10-13 12:12:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026184,1,1835,1835,1835,1835,0,35593,001020,"2021-10-13 12:13:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026183,1,1835,1835,1835,1835,0,35593,001020,"2021-10-13 12:14:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026182,1,1835,1835,1835,1835,0,35593,001020,"2021-10-13 12:15:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026181,1,1835,1835,1835,1835,113,35706,001020,"2021-10-13 12:16:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026180,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:17:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026179,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:18:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026178,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:19:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026177,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:20:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026176,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:21:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026175,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:22:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026174,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:23:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026173,1,1835,1835,1835,1835,0,35706,001020,"2021-10-13 12:24:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026172,1,1840,1840,1840,1840,437,36143,001020,"2021-10-13 12:25:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026171,1,1840,1840,1840,1840,0,36143,001020,"2021-10-13 12:26:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026170,1,1840,1840,1840,1840,0,36143,001020,"2021-10-13 12:27:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026169,1,1860,1845,1845,1860,9625,45768,001020,"2021-10-13 12:28:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026168,1,1860,1860,1860,1860,0,45768,001020,"2021-10-13 12:29:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026167,1,1860,1860,1860,1860,0,45768,001020,"2021-10-13 12:30:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026166,1,1860,1860,1860,1860,0,45768,001020,"2021-10-13 12:31:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026165,1,1860,1860,1860,1860,0,45768,001020,"2021-10-13 12:32:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026164,1,1860,1860,1860,1860,0,45768,001020,"2021-10-13 12:33:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026163,1,1860,1860,1860,1860,10,45778,001020,"2021-10-13 12:34:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026162,1,1860,1860,1860,1860,47,45825,001020,"2021-10-13 12:35:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026161,1,1860,1860,1860,1860,0,45825,001020,"2021-10-13 12:36:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026160,1,1860,1860,1860,1860,6,45831,001020,"2021-10-13 12:37:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026159,1,1860,1860,1860,1860,332,46163,001020,"2021-10-13 12:38:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026158,1,1860,1860,1860,1860,0,46163,001020,"2021-10-13 12:39:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026157,1,1860,1860,1860,1860,0,46163,001020,"2021-10-13 12:40:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026156,1,1860,1860,1860,1860,0,46163,001020,"2021-10-13 12:41:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026155,1,1860,1860,1860,1860,0,46163,001020,"2021-10-13 12:42:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026154,1,1845,1860,1845,1860,9090,55253,001020,"2021-10-13 12:43:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026153,1,1845,1845,1845,1845,0,55253,001020,"2021-10-13 12:44:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026152,1,1860,1860,1860,1860,10203,65456,001020,"2021-10-13 12:45:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026151,1,1860,1860,1860,1860,0,65456,001020,"2021-10-13 12:46:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026150,1,1860,1860,1860,1860,0,65456,001020,"2021-10-13 12:47:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026149,1,1855,1855,1855,1855,10,65466,001020,"2021-10-13 12:48:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026148,1,1850,1850,1850,1850,10,65476,001020,"2021-10-13 12:49:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026147,1,1850,1850,1850,1850,500,65976,001020,"2021-10-13 12:50:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026146,1,1850,1850,1850,1850,0,65976,001020,"2021-10-13 12:51:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026145,1,1850,1850,1850,1850,0,65976,001020,"2021-10-13 12:52:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026144,1,1850,1850,1850,1850,0,65976,001020,"2021-10-13 12:53:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
1026143,1,1850,1850,1850,1850,0,65976,001020,"2021-10-13 12:54:00","2022-11-10 07:34:05","2022-11-10 07:34:05"
